,Delphinus_LOGO_WH,S_attenuata_LOGO_WH,S_bredanensis_LOGO_WH,S_clymene_LOGO_WH,S_frontalis_LOGO_WH,S_longirostris_LOGO_WH,T_truncatus_LOGO_WH,Max_Score,Classification
0,0.09642485669150151,0.2624269367246874,0.004906659493235461,0.036317435344807476,0.09368205547617338,0.4356542666128208,0.07058778965677405,0.4356542666128208,S_longirostris_LOGO_WH
1,0.19079678439509087,0.14357443965001507,0.029064868713009374,0.020817154289394523,0.23912051275465135,0.2241180474331424,0.15250819276469654,0.23912051275465135,S_frontalis_LOGO_WH
2,0.36372363556340553,0.24654470673890447,0.021088190470249863,0.0397046433731415,0.18435068156278245,0.074110834600337,0.07047730769117921,0.36372363556340553,Delphinus_LOGO_WH
3,0.1406740160724721,0.2380328374182422,0.021244372439834854,0.023556338221843956,0.21914153376855894,0.21640755200173983,0.14094335007730824,0.2380328374182422,S_attenuata_LOGO_WH
4,0.19661341010967012,0.10967320343630953,0.0325282786844912,0.027097482528534812,0.18471433335251983,0.2990989595156961,0.1502743323727786,0.2990989595156961,S_longirostris_LOGO_WH
5,0.018551366255456156,0.5536782725171681,0.0027135761651729687,0.006583383507975845,0.3569105652753539,0.02630941534292442,0.03525342093594867,0.5536782725171681,S_attenuata_LOGO_WH
6,0.01315459638856994,0.5390484884621021,0.0018935151393920924,0.00825470463561154,0.3675923112483196,0.03023837026418063,0.039818013861823945,0.5390484884621021,S_attenuata_LOGO_WH
7,0.03828966245466768,0.39505744975347146,0.006846021036802258,0.04740018270901504,0.19729506497737384,0.09924371309680993,0.21586790597185995,0.39505744975347146,S_attenuata_LOGO_WH
8,0.16939042728399725,0.20471582123944154,0.006962921826816321,0.18291769900513302,0.10905252813459487,0.09861530559079316,0.22834529691922398,0.22834529691922398,T_truncatus_LOGO_WH
9,0.16661215463329637,0.21542968657180817,0.013651916814704184,0.03293422909662394,0.16475102865957045,0.2706668177379077,0.1359541664860892,0.2706668177379077,S_longirostris_LOGO_WH
10,0.10138937165437074,0.21393423859391292,0.04098590564406199,0.04482852404117195,0.33735021420370215,0.14155502628195693,0.11995671958082355,0.33735021420370215,S_frontalis_LOGO_WH
11,0.07832666051913384,0.185170719715259,0.0032110961600336405,0.032673207786038085,0.0590484500565853,0.5491358385906862,0.09243402717226387,0.5491358385906862,S_longirostris_LOGO_WH
12,0.15744581566639365,0.3296875499679015,0.012141736781848638,0.02752107263836116,0.17756109366922038,0.16926545741857388,0.12637727385770092,0.3296875499679015,S_attenuata_LOGO_WH
13,0.1027792851680858,0.20353840902396306,0.005241244472667405,0.013603260835383232,0.0657195110718116,0.37259339649154233,0.23652489293654658,0.37259339649154233,S_longirostris_LOGO_WH
14,0.12977526734625805,0.2679087272476907,0.01838825930897169,0.014626309009684077,0.08731320929261674,0.29707482703775917,0.1849134007570197,0.29707482703775917,S_longirostris_LOGO_WH
15,0.04467161261721061,0.4774744406213259,0.00045824192804308207,0.11956926059449717,0.04843426900313548,0.22814868406581224,0.08124349116997562,0.4774744406213259,S_attenuata_LOGO_WH
